method, Model, Accuracy, f1_micro, f1_macro,other_info 
Glove,SGDClassifier,0.515,0.515,0.33993399339933994,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__alpha': 0.1, 'clf__loss': 'hinge'} 
Glove,MultinomialNB,0.495,0.495,0.4173805197427245,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__alpha': 0.0001} 
Glove,KNeighborsClassifier,0.515,0.515,0.4866502606440687,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__metric': 'cosine', 'clf__n_neighbors': 500, 'clf__weights': 'distance'} 
Glove,SGDClassifier,0.485,0.485,0.3714721586575134,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__alpha': 0.001, 'clf__penalty': 'l1'} 
Glove,DecisionTreeClassifier,0.5,0.5,0.4967793880837359,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__criterion': 'gini', 'clf__max_depth': 100, 'clf__max_leaf_nodes': 100} 
Glove,RandomForestClassifier,0.49,0.49,0.4782608695652174,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__bootstrap': True, 'clf__criterion': 'entropy', 'clf__max_depth': 50, 'clf__n_estimators': 80} 
Glove,SGDClassifier,0.535,0.535,0.5053059921806431,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__alpha': 0.01, 'clf__loss': 'hinge'} 
Glove,MultinomialNB,0.495,0.495,0.4173805197427245,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__alpha': 0.0001} 
Tfidf_wp,KNeighborsClassifier,0.56425,0.56425,0.5575838672690683,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__metric': 'cosine', 'clf__n_neighbors': 1000, 'clf__weights': 'distance', 'feature_selector__k': 2000, 'vect__ngram_range': (1, 1)} 
Tfidf_wp,KNeighborsClassifier,0.5525,0.5525,0.5391823705076717,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__metric': 'cosine', 'clf__n_neighbors': 1000, 'clf__weights': 'distance', 'feature_selector__k': 2000, 'vect__ngram_range': (1, 3)} 
Tfidf_wp,DecisionTreeClassifier,0.58675,0.58675,0.5789332913030811,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__criterion': 'gini', 'clf__max_depth': 100, 'clf__max_leaf_nodes': 100, 'feature_selector__k': 1000, 'vect__ngram_range': (1, 2)} 
Tfidf_wp,RandomForestClassifier,0.60425,0.60425,0.5988285438686246,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__bootstrap': True, 'clf__criterion': 'gini', 'clf__max_depth': 50, 'clf__n_estimators': 80, 'feature_selector__k': 2000, 'vect__ngram_range': (1, 1)} 
Tfidf_wp,SGDClassifier,0.584,0.584,0.5703881790655116,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__alpha': 0.001, 'feature_selector__k': 1000, 'vect__ngram_range': (1, 1)} 
Tfidf_wp,MultinomialNB,0.549,0.549,0.5418993250125254,model:all;Gridsearch:True;cv:5;fs:chi2;best_param:{'clf__alpha': 0.01, 'feature_selector__k': 2000, 'vect__ngram_range': (1, 1)} 
